2020-11-14 19:43:52,350: 'k'
2020-11-14 19:43:52,886: 'k'
2020-11-14 19:43:53,775: 'o'
2020-11-14 19:43:54,454: 'p'
2020-11-14 19:43:54,606: 'r'
2020-11-14 19:43:54,718: 'i'
2020-11-14 19:43:54,792: 'n'
2020-11-14 19:43:54,854: 't'
2020-11-14 19:43:55,039: Key.shift
2020-11-14 19:43:55,110: '('
2020-11-14 19:43:55,446: 'k'
2020-11-14 19:43:55,534: 'e'
2020-11-14 19:43:55,662: 'y'
2020-11-14 19:43:55,910: '.'
2020-11-14 19:43:56,094: Key.shift
2020-11-14 19:43:56,222: '_'
2020-11-14 19:43:56,360: '_'
2020-11-14 19:43:56,550: 'd'
2020-11-14 19:43:56,622: 'i'
2020-11-14 19:43:56,750: 'c'
2020-11-14 19:43:56,870: 't'
2020-11-14 19:43:57,086: Key.shift
2020-11-14 19:43:57,204: '_'
2020-11-14 19:43:57,318: '_'
2020-11-14 19:43:57,723: Key.esc
2020-11-14 19:43:57,990: Key.cmd
2020-11-14 19:43:58,054: 's'
2020-11-14 19:43:58,526: Key.cmd
2020-11-14 19:43:58,663: '2'
2020-11-14 19:44:01,070: Key.ctrl
2020-11-14 19:44:01,134: '\x03'
2020-11-14 19:44:03,958: Key.alt
2020-11-14 19:44:03,959: Unhandled exception in listener callback
Traceback (most recent call last):
  File "/Users/marcpartensky/git-projects/Glou/venv/lib/python3.8/site-packages/pynput/_util/__init__.py", line 211, in inner
    return f(self, *args, **kwargs)
  File "/Users/marcpartensky/git-projects/Glou/venv/lib/python3.8/site-packages/pynput/_util/darwin.py", line 262, in _handler
    self._handle(proxy, event_type, event, refcon)
  File "/Users/marcpartensky/git-projects/Glou/venv/lib/python3.8/site-packages/pynput/keyboard/_darwin.py", line 301, in _handle
    self.on_press(key)
  File "/Users/marcpartensky/git-projects/Glou/venv/lib/python3.8/site-packages/pynput/_util/__init__.py", line 127, in inner
    if f(*args) is False:
  File "./keylogger.py", line 12, in key_handler
    parse(key)
  File "./keylogger.py", line 25, in parse
    if not hasattr(keys[1], 'char'):
IndexError: list index out of range
2020-11-14 22:47:52,086: Key.ctrl
2020-11-14 22:47:54,675: '\x07'
2020-11-14 22:48:00,098: Key.ctrl
2020-11-14 22:48:03,594: Key.alt
2020-11-14 22:48:04,546: Key.alt
2020-11-14 22:48:05,482: '©'
2020-11-14 22:48:08,554: Key.alt
2020-11-14 22:48:09,554: '©'
2020-11-14 22:48:11,386: Key.alt
2020-11-14 22:48:11,626: '©'
2020-11-14 22:48:12,594: Key.alt
2020-11-14 22:48:12,730: '©'
2020-11-14 22:48:13,362: Key.alt
2020-11-14 22:48:13,722: '©'
2020-11-14 22:48:14,298: Key.alt
2020-11-14 22:48:14,506: '©'
2020-11-14 22:48:14,954: Key.alt
2020-11-14 22:48:15,122: '©'
2020-11-14 22:48:15,602: '©'
2020-11-14 22:48:16,002: '©'
2020-11-14 22:48:16,276: '©'
2020-11-14 22:48:16,498: '©'
2020-11-14 22:48:16,714: '©'
2020-11-14 22:48:16,970: '©'
2020-11-14 22:48:18,794: Key.cmd
2020-11-14 22:48:20,194: Key.cmd
2020-11-14 22:48:21,618: '1'
2020-11-14 22:48:22,579: 'k'
2020-11-14 22:48:22,818: 'j'
2020-11-14 22:48:23,002: 'j'
2020-11-14 22:48:23,164: 'j'
2020-11-14 22:48:23,338: 'j'
2020-11-14 22:48:23,482: 'j'
2020-11-14 22:48:23,658: 'j'
2020-11-14 22:48:23,834: 'j'
2020-11-14 22:48:24,002: 'j'
2020-11-14 22:48:24,186: 'j'
2020-11-14 22:48:24,418: 'j'
2020-11-14 22:48:24,786: 'l'
2020-11-14 22:48:24,978: 'l'
2020-11-14 22:48:25,146: 'l'
2020-11-14 22:48:25,858: 'x'
2020-11-14 22:48:26,058: 'i'
2020-11-14 22:48:26,499: Key.alt
2020-11-14 22:48:27,626: '©'
2020-11-14 22:48:28,314: Key.cmd
2020-11-14 22:48:28,394: 's'
2020-11-14 22:48:29,219: Key.cmd
2020-11-14 22:48:29,347: '1'
2020-11-14 22:48:29,931: Key.cmd
2020-11-14 22:48:30,027: '2'
2020-11-14 22:48:30,786: Key.ctrl
2020-11-14 22:48:30,875: '\x03'
2020-11-14 22:48:35,995: Key.ctrl
2020-11-14 22:48:36,828: '\x07'
2020-11-14 22:48:39,459: Key.ctrl
2020-11-14 22:48:39,946: '\x07'
2020-11-14 22:48:42,235: Key.alt
2020-11-14 22:48:42,563: '©'
2020-11-14 22:48:46,336: Starting new HTTPS connection (1): api.dandelion.eu:443
2020-11-14 22:48:46,504: https://api.dandelion.eu:443 "POST /datatxt/sim/v1 HTTP/1.1" 200 96
2020-11-14 22:48:46,549: https://api.dandelion.eu:443 "POST /datatxt/sim/v1 HTTP/1.1" 200 97
2020-11-14 22:48:46,608: https://api.dandelion.eu:443 "POST /datatxt/sim/v1 HTTP/1.1" 200 97
2020-11-14 22:48:46,655: https://api.dandelion.eu:443 "POST /datatxt/sim/v1 HTTP/1.1" 200 97
2020-11-14 22:48:46,714: https://api.dandelion.eu:443 "POST /datatxt/sim/v1 HTTP/1.1" 200 97
2020-11-14 22:48:46,759: https://api.dandelion.eu:443 "POST /datatxt/sim/v1 HTTP/1.1" 200 97
2020-11-14 22:48:53,907: Key.ctrl
2020-11-14 22:48:54,531: '\x03'
2020-11-14 22:50:40,932: Key.ctrl
2020-11-14 22:50:42,047: Key.alt
2020-11-14 22:50:42,480: '©'
